Candidate_ID,Name,Email,Phone,DOB,Verification_Status,Turnaround_Time_Days,Employment_Check,Education_Check,Criminal_Record_Check,Document_Issues_Flag,Report_Generated,Inconsistent_Flag
CID1325,Jaime Wilson,burnspaula@gmail.com,217.627.9279x66772,1994-03-29 00:00:00,Verified,15,Fail,Fail,Clear,0,2025-05-01 00:00:00,1
CID1326,Tamara Rowland,ahenry@parker-schmidt.org,004-551-1291x431,1992-10-11 00:00:00,Discrepancy,6,Fail,Pending,Pending,0,2025-06-12 00:00:00,1
CID1327,Mr. Bernard Sherman,qedwards@gmail.com,062.373.0741x99688,1995-10-30 00:00:00,Discrepancy,22,Fail,Fail,Record Found,0,2025-05-25 00:00:00,1
CID1328,Tamara Hoffman,carterjohn@figueroa.biz,2880480649,1987-12-20 00:00:00,In Progress,17,Pending,Pass,Clear,0,2025-07-05 00:00:00,0
CID1329,Bradley Webb,ramirezfelicia@sanders.net,001-980-187-0395,1984-09-09 00:00:00,In Progress,24,Pending,Fail,Record Found,0,2025-06-02 00:00:00,1
CID1330,Ryan Duke,kwheeler@burke-francis.info,1276674879,1982-03-27 00:00:00,Pending,6,Fail,Fail,Clear,0,2025-07-02 00:00:00,1
CID1331,Vickie Frank MD,jennifer76@yahoo.com,993-499-4240,2003-05-08 00:00:00,Pending,19,Pending,Fail,Clear,0,2025-06-17 00:00:00,1
CID1332,Frederick Davis,rgreene@cordova.com,854-392-6203,1998-03-09 00:00:00,In Progress,25,Pass,Pass,Clear,0,2025-06-19 00:00:00,0
CID1333,Danielle Jackson,kanderson@banks.com,752-410-8537,1981-11-26 00:00:00,Discrepancy,2,Pass,Pending,Pending,1,2025-06-10 00:00:00,0
CID1334,Cynthia Miller,rebeccadyer@hotmail.com,0786831372,1997-05-03 00:00:00,Verified,15,Pass,Pending,Clear,1,2025-05-16 00:00:00,0
CID1335,Thomas Jackson,maria49@vasquez.com,093.557.2673x8552,1991-11-18 00:00:00,In Progress,11,Fail,Pass,Clear,0,2025-06-20 00:00:00,1
CID1336,Bill Pena,tylerleonard@hotmail.com,(136)263-0271x5186,1989-05-08 00:00:00,Pending,8,Pass,Fail,Pending,0,2025-04-26 00:00:00,1
CID1337,Christopher Glass,deborahshannon@snyder-lynch.com,001-129-803-1175x314,1989-12-03 00:00:00,Discrepancy,26,Pending,Pending,Pending,0,2025-06-28 00:00:00,0
CID1338,Amy Schroeder,michelleandrews@torres.com,+1-391-065-6239x5822,1998-08-31 00:00:00,In Progress,19,Fail,Pass,Clear,0,2025-07-02 00:00:00,1
CID1339,Jonathan Mills,john31@hotmail.com,(679)888-0530,1998-09-29 00:00:00,In Progress,13,Pending,Pending,Pending,0,2025-07-13 00:00:00,0
CID1340,Harold Miranda,hmyers@gmail.com,662.125.4150x5084,1990-02-03 00:00:00,Discrepancy,12,Pass,Pass,Record Found,0,2025-07-16 00:00:00,0
CID1341,Michelle Kennedy,mortonapril@gmail.com,(544)759-2887,1986-02-23 00:00:00,In Progress,5,Pass,Fail,Record Found,1,2025-06-26 00:00:00,1
CID1342,Bryan Gonzales,ohughes@yahoo.com,(447)790-4452,1995-10-18 00:00:00,Discrepancy,6,Pass,Pending,Pending,0,2025-04-24 00:00:00,0
CID1343,Jamie Gray,vmiller@yahoo.com,001-051-890-0190x6080,1991-01-18 00:00:00,Verified,26,Fail,Pass,Pending,0,2025-05-28 00:00:00,1
CID1344,Michael Wells,burketeresa@warner-weber.com,(393)322-1242,1989-02-27 00:00:00,Discrepancy,22,Pending,Pending,Clear,0,2025-05-08 00:00:00,0
CID1345,Brett Whitney,shill@myers.biz,923-835-6357,2002-06-10 00:00:00,Discrepancy,4,Fail,Pending,Pending,0,2025-07-05 00:00:00,1
CID1346,Barbara Walker,nmanning@hotmail.com,+1-268-383-2980x814,1997-06-20 00:00:00,Discrepancy,19,Fail,Pending,Clear,1,2025-06-25 00:00:00,1
CID1347,Robert Donaldson,kentweaver@phelps.com,001-266-637-4284,1990-12-09 00:00:00,In Progress,20,Pass,Pending,Record Found,0,2025-06-30 00:00:00,0
CID1348,Christine Martinez,normanclayton@yahoo.com,0824541540,1996-12-17 00:00:00,In Progress,1,Fail,Pass,Pending,0,2025-05-06 00:00:00,1
CID1349,Angela Morales,brandonjohnson@hotmail.com,955-821-7492,1984-03-09 00:00:00,Discrepancy,20,Fail,Fail,Clear,0,2025-07-02 00:00:00,1
CID1350,Jonathan Hopkins,denise70@yahoo.com,551-683-5064,1986-06-17 00:00:00,In Progress,17,Pass,Pass,Clear,0,2025-04-24 00:00:00,0
CID1351,Paul Reilly,lali@gmail.com,158-543-4052,1991-03-18 00:00:00,Pending,12,Fail,Pass,Record Found,0,2025-04-24 00:00:00,1
CID1352,Monique Evans,xcrane@gray-johnson.net,5113459555,1990-06-14 00:00:00,Pending,15,Pass,Pass,Pending,0,2025-05-10 00:00:00,0
CID1353,Jessica Lowe,angela05@gmail.com,+1-405-202-3438x17113,1997-01-22 00:00:00,In Progress,1,Pass,Fail,Record Found,0,2025-06-20 00:00:00,1
CID1354,Jesus Baker,wellsrodney@gmail.com,+1-650-694-1698x85330,1992-07-06 00:00:00,In Progress,26,Pass,Pending,Clear,0,2025-07-03 00:00:00,0
CID1355,Amanda Johnson,ian01@yahoo.com,001-360-698-1590x70267,2000-02-18 00:00:00,Discrepancy,14,Pass,Pending,Clear,0,2025-05-06 00:00:00,0
CID1356,Kimberly Johnson,rogersnicole@jenkins.com,278.833.9177,2002-07-13 00:00:00,Verified,6,Fail,Pending,Pending,0,2025-05-30 00:00:00,1
CID1357,Susan Brewer,uescobar@gmail.com,+1-622-989-2741x509,1979-09-26 00:00:00,In Progress,5,Pass,Fail,Clear,0,2025-07-09 00:00:00,1
CID1358,Dr. Adam Gray,kellie60@yahoo.com,984-450-8412x45372,1990-06-26 00:00:00,Pending,11,Pass,Pending,Pending,0,2025-05-02 00:00:00,0
CID1359,Joel Lawson,wmejia@myers.com,001-173-241-8823x3111,1985-03-02 00:00:00,Discrepancy,4,Fail,Fail,Record Found,0,2025-06-24 00:00:00,1
CID1360,William Blake,uli@bass-brown.org,001-983-204-9214x0047,1981-11-03 00:00:00,In Progress,13,Fail,Pending,Pending,0,2025-06-19 00:00:00,1
CID1361,Jerry Johnson,smithjennifer@yahoo.com,+1-972-477-4315x4899,1984-06-08 00:00:00,Pending,11,Pending,Pending,Pending,0,2025-04-22 00:00:00,0
CID1362,Christopher Williams,bryantjulie@harris.com,1173034099,1993-11-21 00:00:00,Pending,3,Fail,Pass,Clear,0,2025-06-17 00:00:00,1
CID1363,Mrs. Kimberly Smith DDS,heather36@yahoo.com,676-564-6355,1980-08-28 00:00:00,Verified,1,Fail,Fail,Clear,0,2025-05-19 00:00:00,1
CID1364,Joseph Cook,adamturner@hotmail.com,007-878-1661,2002-04-17 00:00:00,Discrepancy,6,Pending,Pass,Pending,0,2025-07-04 00:00:00,0
CID1365,Donna Morrison,alexander46@gmail.com,(533)931-3174,1980-07-05 00:00:00,Discrepancy,18,Fail,Pass,Clear,0,2025-06-07 00:00:00,1
CID1366,Joseph Watson,tylergonzalez@smith.info,(052)881-9889x34820,1984-04-27 00:00:00,Verified,24,Fail,Pass,Clear,0,2025-05-04 00:00:00,1
CID1367,Mary Garrison,wyattmargaret@gmail.com,+1-581-013-9693x3395,2001-03-02 00:00:00,Verified,10,Fail,Fail,Clear,0,2025-06-30 00:00:00,1
CID1368,Ryan Gaines,scottkim@phillips.biz,765.752.2396x9632,1991-10-02 00:00:00,Discrepancy,5,Fail,Fail,Pending,0,2025-05-13 00:00:00,1
CID1369,Samuel Barnes,petersonrebecca@hotmail.com,(955)734-4655x47300,1982-12-20 00:00:00,Discrepancy,23,Pending,Pending,Clear,0,2025-04-29 00:00:00,0
CID1370,Vincent Black,harmonjaime@hampton-hughes.com,123-618-7425x058,1995-10-05 00:00:00,In Progress,10,Fail,Pass,Pending,1,2025-06-23 00:00:00,1
CID1371,Leah Lowe,zachary56@gmail.com,386.558.6892x0016,1995-01-09 00:00:00,In Progress,12,Fail,Pending,Clear,0,2025-06-18 00:00:00,1
CID1372,Brooke Wilcox,boothjoe@gmail.com,(167)867-8197x5363,1991-09-02 00:00:00,Verified,2,Pending,Pass,Record Found,0,2025-05-03 00:00:00,0
CID1373,Theresa Ray,nicolepennington@hotmail.com,239.304.9100x87722,2000-01-09 00:00:00,In Progress,13,Pass,Fail,Clear,0,2025-06-04 00:00:00,1
CID1374,Jeremy Ross,barbara37@martin-torres.com,0360178430,1996-02-13 00:00:00,Pending,8,Pending,Fail,Clear,0,2025-07-01 00:00:00,1
CID1375,Jeffrey Washington,luis53@chapman.net,(882)088-3142x44028,2001-06-15 00:00:00,In Progress,2,Pass,Fail,Pending,0,2025-07-07 00:00:00,1
CID1376,Hayley Hatfield,bradley49@porter.com,056.603.7381,1993-10-05 00:00:00,In Progress,20,Pending,Pass,Pending,0,2025-06-03 00:00:00,0
CID1377,Sheryl Yoder,timothyoneal@baker.org,242-889-3306x941,1984-12-25 00:00:00,Pending,1,Pending,Fail,Clear,1,2025-05-16 00:00:00,1
CID1378,Stephen Perez,ychen@mcclure-schmidt.com,(315)748-8124x1203,1988-10-06 00:00:00,Verified,5,Fail,Pass,Record Found,1,2025-05-31 00:00:00,1
CID1379,Jacob Hill,yvonne25@holland-berger.com,001-973-788-0602x913,1993-09-27 00:00:00,Pending,9,Pass,Pending,Clear,0,2025-05-26 00:00:00,0
CID1380,Terrance Holland,vclark@alexander-harrison.com,+1-046-388-8019x8818,1987-02-12 00:00:00,In Progress,17,Fail,Pass,Clear,0,2025-06-15 00:00:00,1
CID1381,Mrs. Katelyn Neal,scottspencer@yahoo.com,183.713.9330x8079,1993-10-31 00:00:00,Verified,9,Pass,Pending,Record Found,0,2025-04-30 00:00:00,0
CID1382,Angela Jenkins,yatestiffany@gmail.com,+1-010-513-2428x79719,1988-01-11 00:00:00,In Progress,11,Pending,Pass,Pending,1,2025-05-31 00:00:00,0
CID1383,Alexandra Johnson,lindsey20@martin.info,+1-961-940-2865x881,1980-03-17 00:00:00,Pending,15,Pending,Pending,Clear,1,2025-06-30 00:00:00,0
CID1384,David Mendoza,phillip98@yahoo.com,001-132-017-4739x856,1994-12-05 00:00:00,Pending,24,Pass,Fail,Pending,0,2025-06-21 00:00:00,1
CID1385,Leah Cooper,reyesandrew@montgomery-cook.com,001-411-723-5445x591,1994-05-23 00:00:00,In Progress,6,Fail,Pending,Pending,0,2025-05-02 00:00:00,1
CID1386,Kathryn Garcia,brittanyatkinson@holland-romero.info,+1-990-600-6161x97129,1997-09-14 00:00:00,Discrepancy,23,Fail,Fail,Record Found,0,2025-05-30 00:00:00,1
CID1387,Taylor Wilkins,gpittman@brown-morris.biz,001-573-161-3558x158,1998-09-24 00:00:00,Discrepancy,3,Fail,Fail,Record Found,0,2025-06-27 00:00:00,1
CID1388,James Sharp,dean72@gmail.com,634.733.3694,1997-12-01 00:00:00,Pending,17,Fail,Pending,Pending,0,2025-05-31 00:00:00,1
CID1389,Jesse Thompson,bennettjeremiah@hotmail.com,846-877-8698x449,1991-07-23 00:00:00,Pending,5,Pending,Pass,Clear,0,2025-06-05 00:00:00,0
CID1390,Walter Nguyen,scott28@hotmail.com,377.149.4048x6227,1980-02-09 00:00:00,Discrepancy,28,Pending,Pass,Pending,0,2025-07-10 00:00:00,0
CID1391,Colin Lewis,ashleyjohnson@morris.com,595-499-8838x11286,1992-01-25 00:00:00,Discrepancy,12,Pending,Pass,Clear,0,2025-07-15 00:00:00,0
CID1392,Jesse Ross,ehicks@cain.com,0362813927,2002-03-12 00:00:00,In Progress,18,Pending,Pass,Clear,0,2025-06-19 00:00:00,0
CID1393,Regina Turner,gonzalezthomas@blevins.org,055.113.2526x0115,1993-02-26 00:00:00,In Progress,14,Pending,Pass,Record Found,1,2025-05-06 00:00:00,0
CID1394,Danielle Boyd,waustin@hotmail.com,(051)202-0214x7073,2002-06-26 00:00:00,Discrepancy,21,Fail,Fail,Clear,0,2025-05-21 00:00:00,1
CID1395,Mrs. Kelly Hill,owenyesenia@gmail.com,+1-070-915-9715x919,1989-06-08 00:00:00,In Progress,24,Fail,Pass,Clear,0,2025-04-22 00:00:00,1
CID1396,Nicholas Thomas,martindiana@jackson-anderson.net,5269180532,1982-11-29 00:00:00,In Progress,11,Fail,Fail,Pending,0,2025-07-09 00:00:00,1
CID1397,David Riley,pmcknight@jimenez.org,173-633-8697x3559,1982-03-19 00:00:00,Verified,9,Fail,Fail,Record Found,0,2025-05-16 00:00:00,1
CID1398,Scott Cervantes,adamsbrett@dennis.com,108.952.0622x41840,2001-11-04 00:00:00,In Progress,2,Pending,Fail,Clear,0,2025-05-15 00:00:00,1
CID1399,Kara Pitts,stephen89@yahoo.com,462.110.4680,1979-08-26 00:00:00,Pending,12,Pending,Pending,Clear,0,2025-04-25 00:00:00,0
CID1400,David Walker,qryan@hotmail.com,412.890.6237x33543,1983-04-15 00:00:00,In Progress,3,Pending,Pending,Record Found,0,2025-05-24 00:00:00,0
CID1401,Dr. Gina Foster,vaughndeanna@gmail.com,+1-643-192-0126x1478,1997-11-27 00:00:00,In Progress,3,Pass,Fail,Pending,0,2025-04-29 00:00:00,1
CID1402,Sara Parker,edwardyoung@hotmail.com,+1-979-910-4348,2000-10-16 00:00:00,Discrepancy,1,Fail,Pending,Record Found,0,2025-05-26 00:00:00,1
CID1403,Susan Mcfarland,david47@garcia.com,682.802.6151,1994-01-25 00:00:00,Pending,8,Fail,Pass,Record Found,0,2025-04-24 00:00:00,1
CID1404,Christina Williams,krystal17@gmail.com,(152)359-9000,1999-07-18 00:00:00,In Progress,22,Pending,Pass,Clear,0,2025-05-08 00:00:00,0
CID1405,Tyler Walters,welchrhonda@mendoza.net,230.623.0207x535,1988-08-29 00:00:00,In Progress,28,Fail,Fail,Clear,0,2025-05-31 00:00:00,1
CID1406,Laura Jackson,hannahpoole@perez.com,001-686-959-0529x45023,1982-04-08 00:00:00,Verified,29,Fail,Pass,Pending,0,2025-05-02 00:00:00,1
CID1407,Christopher Fletcher,nhampton@hotmail.com,786.467.7322x12918,2002-11-18 00:00:00,In Progress,8,Pending,Fail,Clear,0,2025-04-20 00:00:00,1
CID1408,Samuel Little,carloslopez@smith.com,556.272.9266x02460,1991-08-17 00:00:00,In Progress,11,Pass,Fail,Clear,0,2025-05-10 00:00:00,1
CID1409,Jessica Smith,william34@simmons.com,827-587-9081,1984-08-21 00:00:00,Verified,9,Pass,Pass,Record Found,0,2025-06-06 00:00:00,0
CID1410,Dawn Ross,shirleysmith@hotmail.com,8771738470,1989-12-01 00:00:00,Discrepancy,5,Pass,Pending,Clear,0,2025-04-22 00:00:00,0
CID1411,Adam Manning,kbeck@yahoo.com,(129)187-9119,1981-07-30 00:00:00,In Progress,14,Pending,Pass,Pending,0,2025-04-23 00:00:00,0
CID1412,Laura Lewis,fosterjill@williams.com,(871)592-4439x416,1981-11-03 00:00:00,Verified,28,Fail,Pass,Record Found,0,2025-05-23 00:00:00,1
CID1413,Denise Roberts,suttonrobert@hotmail.com,(934)731-4424x96773,2002-12-15 00:00:00,Pending,3,Pending,Fail,Pending,0,2025-05-10 00:00:00,1
CID1414,Joseph Baker,gmitchell@johnson-pacheco.com,585-939-3208,1981-06-14 00:00:00,Discrepancy,21,Pending,Fail,Record Found,0,2025-06-09 00:00:00,1
CID1415,Stephen Sharp,blakesmith@hotmail.com,001-184-130-0133x11895,1992-12-25 00:00:00,Pending,5,Fail,Fail,Clear,1,2025-05-03 00:00:00,1
CID1416,April Lawrence,cthornton@carroll-estes.com,056-642-0885x6388,1999-08-03 00:00:00,Pending,5,Pass,Fail,Record Found,0,2025-04-29 00:00:00,1
CID1417,Daniel Cox,jcampbell@hotmail.com,987.062.0667,1995-12-10 00:00:00,Verified,19,Pass,Pending,Record Found,0,2025-07-12 00:00:00,0
CID1418,Vanessa King,xweaver@walters.net,762.499.6034x51768,1998-05-21 00:00:00,In Progress,27,Pending,Pending,Clear,0,2025-07-07 00:00:00,0
CID1419,Elizabeth Hampton,zbrown@gmail.com,(263)145-3391,1983-10-18 00:00:00,Verified,14,Pass,Pending,Clear,0,2025-05-11 00:00:00,0
CID1420,Jean Webster,potteramanda@lee.info,+1-263-087-1832x5319,1998-05-25 00:00:00,Verified,26,Pending,Fail,Pending,0,2025-04-29 00:00:00,1
CID1421,Sean Johnson,daniel30@yahoo.com,103.867.0992,2002-12-30 00:00:00,Verified,4,Pending,Fail,Pending,0,2025-05-20 00:00:00,1
CID1422,Marcus Nelson,asnyder@gmail.com,199-526-8732x01352,1983-10-31 00:00:00,Verified,25,Fail,Fail,Clear,1,2025-05-06 00:00:00,1
CID1423,John Stanley,jessicabennett@yahoo.com,953.302.8558x75414,1989-12-20 00:00:00,Discrepancy,13,Fail,Pending,Clear,0,2025-07-07 00:00:00,1
CID1424,Maureen Harris,rachel16@gmail.com,001-668-349-3407,1987-05-29 00:00:00,In Progress,10,Fail,Fail,Clear,0,2025-05-18 00:00:00,1
CID1425,Alan Ellis,karen61@allen.biz,(388)448-6278x6303,1990-07-23 00:00:00,Pending,25,Pending,Pass,Record Found,0,2025-06-04 00:00:00,0
CID1426,Kevin Smith,teresa41@jones.info,803-508-1830x9715,1987-09-13 00:00:00,Pending,18,Fail,Pass,Record Found,0,2025-05-31 00:00:00,1
CID1427,Katherine Martinez,deborahbates@brown-barker.biz,001-922-219-4656x4563,1993-06-06 00:00:00,In Progress,8,Pass,Fail,Record Found,0,2025-04-24 00:00:00,1
CID1428,Michael Martinez,janetbarrett@hotmail.com,(679)219-9025,1980-01-28 00:00:00,Pending,8,Pass,Pass,Clear,0,2025-05-24 00:00:00,0
CID1429,Carrie Walters,gilbertrachel@mata-myers.biz,+1-478-010-3370,1989-07-03 00:00:00,In Progress,7,Pending,Pass,Pending,0,2025-06-30 00:00:00,0
CID1430,Jeffrey Rodriguez,melissa45@williams.net,(960)463-1576x510,1981-05-29 00:00:00,Pending,8,Pending,Pending,Clear,0,2025-07-08 00:00:00,0
CID1431,Briana Baker,rmiranda@stewart.com,440-454-7022,1995-03-11 00:00:00,Verified,14,Fail,Fail,Record Found,0,2025-05-21 00:00:00,1
CID1432,Michael Miller,harrisonchristopher@davis.com,656.765.4401,1980-11-26 00:00:00,Pending,19,Pending,Fail,Record Found,0,2025-06-19 00:00:00,1
CID1433,Raymond Clark,johnsdiane@gmail.com,+1-523-803-3253x8095,2001-01-07 00:00:00,In Progress,29,Pending,Pending,Clear,0,2025-06-15 00:00:00,0
CID1434,Stephen Allen,lbrown@hotmail.com,(400)816-7445x045,1987-02-13 00:00:00,In Progress,6,Pass,Pass,Clear,0,2025-06-10 00:00:00,0
CID1435,Alicia Hall,timothy97@hotmail.com,(011)371-6994,1999-06-14 00:00:00,In Progress,1,Pass,Pass,Record Found,0,2025-07-08 00:00:00,0
CID1436,Sherri Boyle,kwilson@hotmail.com,056.975.9267x6429,2000-11-02 00:00:00,In Progress,23,Fail,Fail,Record Found,0,2025-07-03 00:00:00,1
CID1437,Jonathan Garcia,martinkathy@spencer.com,+1-657-132-1006x7843,1995-05-10 00:00:00,In Progress,15,Pending,Pass,Record Found,0,2025-06-22 00:00:00,0
CID1438,Timothy Wiley,kristina35@mejia.com,9171998856,1995-04-19 00:00:00,Discrepancy,1,Pending,Pending,Clear,0,2025-05-26 00:00:00,0
CID1439,Robert Woods,whitejeremiah@yahoo.com,+1-984-530-0477x42192,2002-06-06 00:00:00,Discrepancy,25,Pass,Pending,Record Found,0,2025-07-06 00:00:00,0
CID1440,Cindy Ortiz,matthewanderson@gmail.com,001-696-084-4931x889,1994-09-07 00:00:00,Pending,17,Pending,Fail,Record Found,0,2025-05-20 00:00:00,1
CID1441,Steven Smith,yparsons@williams.com,001-296-585-3010x2225,1997-05-24 00:00:00,In Progress,1,Pass,Pending,Pending,1,2025-07-15 00:00:00,0
CID1442,Nichole Roth,carrillojames@yahoo.com,168-715-5965,1983-03-24 00:00:00,Pending,15,Fail,Pending,Clear,0,2025-04-21 00:00:00,1
CID1443,Dana Bailey,nicholas19@church.com,869.232.6961x1233,1995-03-08 00:00:00,In Progress,23,Pass,Fail,Pending,0,2025-04-27 00:00:00,1
CID1444,Sophia Martinez,laura76@hotmail.com,+1-255-395-7835,2000-02-06 00:00:00,In Progress,2,Pending,Pending,Pending,0,2025-05-01 00:00:00,0
CID1445,Julie Hughes,phillipsjennifer@gmail.com,001-377-000-5488,1982-09-15 00:00:00,Discrepancy,14,Fail,Pending,Record Found,1,2025-05-15 00:00:00,1
CID1446,Christina Bolton,millercarrie@gmail.com,337.955.8070x07700,1985-04-04 00:00:00,Discrepancy,21,Pass,Pending,Clear,0,2025-05-07 00:00:00,0
CID1447,Robert Serrano,nathanwright@hotmail.com,(996)868-7247,1995-01-28 00:00:00,Verified,8,Pass,Pass,Record Found,0,2025-07-03 00:00:00,0
CID1448,Cody Sullivan,jameslove@wagner.info,(930)210-3014,1984-11-08 00:00:00,Discrepancy,8,Fail,Fail,Clear,0,2025-04-30 00:00:00,1
CID1449,Elizabeth Young,michelle02@gmail.com,248.333.5596x69290,1996-01-22 00:00:00,Verified,19,Fail,Fail,Pending,0,2025-06-10 00:00:00,1
CID1450,Mary Smith DVM,stevensharp@lowe.info,338-522-3381,1981-02-27 00:00:00,Verified,7,Pass,Fail,Clear,0,2025-05-05 00:00:00,1
CID1451,Jeremy Cunningham,shieldsmichael@quinn-barnett.com,4661995675,1990-11-11 00:00:00,Verified,19,Pending,Pass,Record Found,1,2025-06-03 00:00:00,0
CID1452,Greg Adams,samantha50@smith.com,(122)197-2879x83837,1998-02-23 00:00:00,Verified,6,Pass,Pass,Record Found,0,2025-06-01 00:00:00,0
CID1453,Ashley Roberts,kimcharles@yahoo.com,819.399.9612,1998-05-15 00:00:00,Verified,6,Fail,Fail,Record Found,0,2025-06-06 00:00:00,1
CID1454,Andrea Johns,anthonyvillarreal@gmail.com,001-258-915-8272x08713,1982-02-09 00:00:00,Pending,3,Pass,Pass,Clear,1,2025-05-10 00:00:00,0
CID1455,Mitchell Patel,elove@warren.com,(623)541-0377x10443,1997-08-17 00:00:00,Discrepancy,7,Fail,Fail,Pending,0,2025-06-01 00:00:00,1
CID1456,George Weber,qreed@hotmail.com,937.499.2033x851,1998-10-25 00:00:00,Verified,19,Fail,Pass,Pending,0,2025-04-20 00:00:00,1
CID1457,Sarah Villanueva,timothywyatt@brown.com,176-991-5719x2538,1987-01-18 00:00:00,In Progress,8,Pending,Pending,Clear,0,2025-04-30 00:00:00,0
CID1458,Samuel Willis,kingjonathon@gmail.com,405-039-8314,2002-07-26 00:00:00,Discrepancy,10,Fail,Pending,Record Found,0,2025-06-22 00:00:00,1
CID1459,Daniel Jones,dturner@hotmail.com,616.613.8095x1018,1985-10-15 00:00:00,Discrepancy,20,Fail,Fail,Pending,0,2025-05-24 00:00:00,1
CID1460,Christopher Butler,scottrogers@johnson.biz,400.060.4822,1990-05-10 00:00:00,Verified,15,Pending,Pass,Record Found,0,2025-05-30 00:00:00,0
CID1461,Gina Burns,lcampbell@johnson-scott.com,001-830-248-9797,1984-05-30 00:00:00,Pending,15,Fail,Pass,Clear,0,2025-05-13 00:00:00,1
CID1462,Daniel Reynolds II,sandersstephen@yahoo.com,(064)526-3439,1987-09-22 00:00:00,Verified,29,Pending,Pending,Record Found,0,2025-06-23 00:00:00,0
CID1463,Patricia Alexander,dwest@gmail.com,345-202-8166x5699,1984-06-15 00:00:00,Pending,1,Pending,Pending,Pending,0,2025-07-08 00:00:00,0
CID1464,Aaron Walls,jessicaclark@chen-whitney.net,592.653.8625x67075,1999-08-25 00:00:00,In Progress,20,Fail,Pass,Pending,0,2025-06-30 00:00:00,1
CID1465,Matthew Barnett,ubond@gmail.com,001-901-400-5819x528,2003-07-03 00:00:00,Discrepancy,7,Fail,Pass,Record Found,1,2025-07-14 00:00:00,1
CID1466,Michael Murray,susan96@yahoo.com,+1-114-888-6214x9878,1987-02-14 00:00:00,In Progress,27,Pass,Pass,Clear,0,2025-07-15 00:00:00,0
CID1467,Paul Smith,sonyathomas@hotmail.com,001-470-819-3015,1988-08-14 00:00:00,Pending,4,Pending,Pass,Record Found,1,2025-06-25 00:00:00,0
CID1468,Nicole Jefferson,owilson@villanueva.com,0878877146,1994-09-09 00:00:00,Pending,29,Pass,Pass,Clear,0,2025-06-05 00:00:00,0
CID1469,Kevin Mendez,cookchristine@yahoo.com,936.156.1125x141,2000-06-15 00:00:00,In Progress,6,Fail,Pass,Record Found,0,2025-05-17 00:00:00,1
CID1470,Scott Hamilton,npowers@franco-hanna.com,+1-475-558-7058x77730,1993-05-28 00:00:00,Pending,25,Pass,Fail,Pending,0,2025-05-15 00:00:00,1
CID1471,Raven Mccarthy,mhurst@yahoo.com,794-861-3890x988,1999-08-15 00:00:00,In Progress,1,Pending,Pass,Clear,0,2025-05-30 00:00:00,0
CID1472,Marco Wise,hayesjohnny@yahoo.com,0863263597,1998-07-04 00:00:00,Discrepancy,29,Pass,Pending,Clear,0,2025-04-22 00:00:00,0
CID1473,Anthony Bell,dunnpatrick@gmail.com,001-911-274-5458,1991-03-15 00:00:00,In Progress,5,Pending,Fail,Clear,0,2025-06-12 00:00:00,1
CID1474,Mrs. Wendy Buck,stephensdawn@yahoo.com,(285)850-4793x2821,1998-07-14 00:00:00,Discrepancy,27,Fail,Pass,Pending,0,2025-05-12 00:00:00,1
CID1475,Lisa Mckinney,linda21@gmail.com,992.422.4489x88814,1995-03-26 00:00:00,In Progress,23,Fail,Pending,Record Found,0,2025-05-15 00:00:00,1
CID1476,Melissa Chen,joseph74@jones.com,452-179-0883,1994-02-06 00:00:00,Pending,1,Pending,Fail,Pending,0,2025-05-09 00:00:00,1
CID1477,Michael Foster,bernardscott@ball-shepard.com,984.369.6185x1510,1983-01-28 00:00:00,In Progress,4,Fail,Pending,Clear,0,2025-05-14 00:00:00,1
CID1478,Sandra Burch,kylepace@gmail.com,685-174-9836x5300,1989-07-16 00:00:00,Pending,22,Fail,Pass,Record Found,0,2025-05-30 00:00:00,1
CID1479,Christopher Castro,nrodriguez@wilson.com,001-310-776-2841x000,1996-01-12 00:00:00,In Progress,2,Fail,Pass,Pending,0,2025-07-11 00:00:00,1
CID1480,Tamara Kelly,oharrison@holden-orr.biz,786.984.1195,1997-10-14 00:00:00,In Progress,10,Fail,Pass,Clear,0,2025-05-13 00:00:00,1
CID1481,Nathan Williamson,craigdowns@gmail.com,579.309.0579x2169,1983-04-25 00:00:00,Verified,5,Pending,Pass,Clear,0,2025-04-23 00:00:00,0
CID1482,Jessica Ramos,joneskrystal@gmail.com,686-305-4983x504,1995-05-12 00:00:00,Pending,27,Pass,Fail,Pending,0,2025-05-30 00:00:00,1
CID1483,Jason Harris,ucampbell@briggs.com,+1-802-438-3635x36105,2000-04-21 00:00:00,Verified,10,Pass,Fail,Pending,0,2025-07-08 00:00:00,1
CID1484,Derek Cox,hendersontaylor@hotmail.com,001-215-227-2945x1941,1996-12-24 00:00:00,Pending,1,Fail,Pending,Pending,0,2025-07-11 00:00:00,1
CID1485,Cameron Murphy,markcohen@williams.com,617.370.6196x4544,1980-09-04 00:00:00,Verified,22,Pass,Pass,Clear,0,2025-07-10 00:00:00,0
CID1486,Dana Campbell,adamsmatthew@yahoo.com,+1-968-674-5781x93761,1979-11-16 00:00:00,Discrepancy,6,Pass,Pending,Pending,0,2025-07-08 00:00:00,0
CID1487,Craig Herrera,hayden81@ryan-mejia.info,(515)406-9476,1993-06-30 00:00:00,In Progress,13,Fail,Fail,Clear,0,2025-05-31 00:00:00,1
